"country","gender","age","relationship_status","freedom_of_choice","satisfaction"
"Iran","male",46,"married",10,10
"Iran","male",37,"married",10,4
"Iran","female",36,"married",7,5
"Iran","female",67,"married",10,9
"Iran","female",32,"single",8,7
"Iran","male",28,"single",4,3
"Iran","female",56,"widowed",7,5
"Iran","male",46,"married",5,6
"Iran","female",49,"married",7,7
"Iran","female",33,"married",5,7
"Iran","female",51,"widowed",8,1
"Iran","female",20,"single",4,1
"Iran","female",35,"single",7,9
"Iran","male",20,"single",8,8
"Iran","male",44,"married",5,8
"Iran","male",39,"married",10,10
"Iran","female",20,"single",7,8
"Iran","male",55,"married",10,6
"Iran","male",48,"married",10,9
"Iran","female",27,"married",5,7
"Iran","female",28,"single",9,8
"Iran","female",54,"married",2,9
"Iran","male",37,"married",10,10
"Iran","male",39,"married",1,6
"Iran","male",23,"single",8,7
"Iran","male",26,"single",5,5
"Iran","female",63,"married",1,10
"Iran","female",41,"married",8,9
"Iran","male",30,"married",8,10
"Iran","male",50,"married",6,5
"Iran","female",34,"married",8,5
"Iran","male",52,"married",8,10
"Iran","male",18,"single",8,5
"Iran","male",18,"single",5,5
"Iran","female",20,"single",8,10
"Iran","male",45,"married",8,5
"Iran","female",19,"single",6,7
"Iran","female",57,"married",10,8
"Iran","female",45,"married",10,5
"Iran","male",32,"separated",5,6
"Iran","male",24,"single",10,4
"Iran","male",21,"single",7,10
"Iran","female",46,"married",8,9
"Iran","female",65,"married",8,7
"Iran","female",25,"single",10,1
"Iran","female",23,"married",5,7
"Iran","male",80,"married",10,1
"Iran","female",19,"single",5,10
"Iran","male",43,"single",3,1
"Iran","female",38,"married",8,4
"Iran","female",33,"married",10,8
"Iran","male",25,"single",3,7
"Iran","male",40,"married",4,1
"Iran","male",32,"single",4,5
"Iran","male",26,"single",5,8
"Iran","male",28,"single",10,10
"Iran","female",33,"married",8,7
"Iran","female",49,"married",5,8
"Iran","female",35,"married",9,3
"Iran","male",21,"single",8,1
"Iran","male",18,"single",10,10
"Iran","female",34,"married",10,8
"Iran","male",40,"married",8,6
"Iran","female",48,"single",5,5
"Iran","female",41,"married",8,10
"Iran","female",73,"widowed",5,6
"Iran","male",65,"married",10,8
"Iran","male",18,"single",6,1
"Iran","female",21,"married",4,3
"Iran","female",38,"married",10,6
"Iran","male",43,"married",8,8
"Iran","male",28,"single",8,7
"Iran","male",40,"married",10,5
"Iran","female",35,"married",5,7
"Iran","female",27,"married",5,4
"Iran","male",43,"married",1,1
"Iran","male",31,"married",10,6
"Iran","male",25,"single",7,6
"Iran","male",38,"married",8,1
"Iran","female",18,"single",5,6
"Iran","female",29,"married",7,9
"Iran","male",35,"married",8,7
"Iran","female",32,"married",5,10
"Iran","male",56,"married",10,9
"Iran","female",18,"single",5,5
"Iran","female",34,"married",8,6
"Iran","female",49,"married",8,6
"Iran","male",75,"married",8,1
"Iran","female",39,"married",5,7
"Iran","female",41,"single",5,5
"Iran","female",35,"divorced",10,4
"Iran","male",21,"married",1,7
"Iran","male",18,"single",5,5
"Iran","female",53,"married",5,10
"Iran","male",20,"single",10,5
"Iran","male",42,"married",8,7
"Iran","female",19,"married",10,10
"Iran","female",63,"widowed",10,6
"Iran","female",27,"married",8,8
"Iran","male",55,"married",4,3
"Iran","female",18,"married",6,3
"Iran","male",34,"single",8,8
"Iran","male",32,"married",8,9
"Iran","male",67,"married",10,10
"Iran","female",29,"single",10,8
"Iran","female",40,"married",8,10
"Iran","male",43,"married",5,10
"Iran","female",60,"single",7,5
"Iran","female",39,"married",6,1
"Iran","male",34,"married",1,3
"Iran","female",37,"married",5,8
"Iran","female",48,"married",8,5
"Iran","male",36,"married",10,7
"Iran","male",64,"married",5,7
"Iran","female",35,"married",10,6
"Iran","female",18,"single",8,6
"Iran","female",20,"married",5,5
"Iran","male",28,"single",8,1
"Iran","female",41,"married",5,7
"Iran","male",23,"single",8,8
"Iran","male",48,"married",8,10
"Iran","male",33,"married",3,4
"Iran","female",27,"single",10,8
"Iran","male",73,"married",7,8
"Iran","male",58,"married",8,8
"Iran","female",23,"married",6,6
"Iran","female",19,"single",10,5
"Iran","female",34,"married",5,8
"Iran","female",78,"widowed",9,9
"Iran","female",34,"married",7,6
"Iran","female",37,"married",7,7
"Iran","male",34,"divorced",10,5
"Iran","female",47,"widowed",10,6
"Iran","female",34,"married",10,8
"Iran","female",49,"married",10,10
"Iran","male",19,"single",8,9
"Iran","female",34,"married",5,9
"Iran","female",23,"married",7,2
"Iran","female",99,"single",8,6
"Iran","female",52,"married",10,10
"Iran","male",32,"single",5,7
"Iran","male",60,"single",5,10
"Iran","male",63,"married",1,7
"Iran","female",18,"single",7,10
"Iran","female",20,"single",7,8
"Iran","female",39,"separated",10,10
"Iran","male",63,"married",7,4
"Iran","female",39,"married",7,5
"Iran","female",18,"single",5,10
"Iran","male",32,"married",5,3
"Iran","female",20,"single",9,8
"Iran","female",39,"married",10,3
"Iran","male",67,"married",10,4
"Iran","male",38,"married",5,3
"Iran","male",45,"married",8,7
"Iran","male",25,"single",4,1
"Iran","female",29,"married",5,5
"Iran","male",70,"married",4,2
"Iran","female",49,"married",7,10
"Iran","male",27,"single",1,3
"Iran","female",37,"married",10,5
"Iran","female",56,"married",5,9
"Iran","male",49,"married",7,8
"Iran","female",18,"single",8,8
"Iran","female",21,"single",8,5
"Iran","female",42,"married",5,6
"Iran","male",53,"married",8,1
"Iran","male",40,"married",10,7
"Iran","male",66,"married",10,7
"Iran","female",30,"single",4,8
"Iran","female",45,"married",5,5
"Iran","male",50,"married",5,5
"Iran","male",39,"married",5,9
"Iran","male",51,"married",6,8
"Iran","female",38,"married",9,6
"Iran","male",19,"single",10,8
"Iran","male",21,"single",8,5
"Iran","female",18,"single",8,8
"Iran","male",18,"single",5,9
"Iran","male",24,"separated",10,1
"Iran","female",24,"single",3,9
"Iran","female",33,"single",5,9
"Iran","male",48,"married",3,5
"Iran","female",38,"married",7,9
"Iran","female",19,"single",6,8
"Iran","male",45,"married",10,5
"Iran","male",37,"married",7,9
"Iran","female",22,"single",8,10
"Iran","female",28,"single",8,8
"Iran","female",21,"single",8,7
"Iran","female",36,"married",10,10
"Iran","female",35,"married",8,5
"Iran","female",19,"single",5,5
"Iran","female",37,"married",6,7
"Iran","male",50,"married",4,8
"Iran","male",49,"married",6,6
"Iran","female",46,"married",8,8
"Iran","female",22,"single",5,8
"Iran","male",26,"married",8,5
"Iran","female",30,"married",7,8
"Iran","male",59,"married",7,5
"Iran","female",47,"married",6,8
"Iran","male",33,"married",10,6
"Iran","female",73,"widowed",10,6
"Iran","female",35,"single",8,8
"Iran","male",19,"single",10,10
"Iran","female",18,"single",1,7
"Iran","female",99,"widowed",8,8
"Iran","male",46,"married",8,9
"Iran","female",37,"married",5,8
"Iran","male",20,"single",10,7
"Iran","female",33,"married",7,7
"Iran","female",31,"single",5,7
"Iran","male",38,"married",8,7
"Iran","male",33,"married",8,8
"Iran","female",52,"married",8,10
"Iran","female",27,"married",7,7
"Iran","male",32,"married",10,8
"Iran","male",39,"married",5,7
"Iran","female",67,"married",10,5
"Iran","female",36,"single",10,10
"Iran","female",99,"single",9,10
"Iran","male",47,"married",5,6
"Iran","female",18,"single",5,9
"Iran","male",65,"married",10,10
"Iran","male",39,"married",8,3
"Iran","male",44,"married",8,5
"Iran","female",19,"single",8,7
"Iran","male",56,"married",5,3
"Iran","female",57,"married",10,6
"Iran","female",41,"married",9,8
"Iran","female",55,"married",8,3
"Iran","female",59,"single",8,7
"Iran","male",22,"single",8,7
"Iran","female",22,"married",1,1
"Iran","male",63,"married",10,10
"Iran","male",18,"single",7,6
"Iran","female",19,"single",6,1
"Iran","male",20,"single",7,10
"Iran","female",34,"divorced",10,8
"Iran","male",53,"married",10,6
"Iran","male",56,"married",8,7
"Iran","male",35,"married",5,8
"Iran","male",70,"married",5,6
"Iran","female",74,"widowed",10,6
"Iran","female",74,"widowed",10,4
"Iran","female",36,"married",8,6
"Iran","male",34,"married",7,3
"Iran","female",31,"married",9,7
"Iran","female",63,"widowed",10,10
"Iran","female",48,"married",5,7
"Iran","male",75,"married",6,6
"Iran","male",29,"married",5,8
"Iran","male",40,"married",5,1
"Iran","female",33,"married",5,9
"Iran","female",19,"single",1,5
"Iran","female",26,"single",8,6
"Iran","female",29,"married",3,5
"Iran","female",19,"single",9,10
"Iran","female",38,"married",5,6
"Iran","male",18,"single",5,10
"Iran","male",42,"married",8,1
"Iran","female",48,"divorced",10,3
"Iran","male",20,"single",5,10
"Iran","male",30,"single",6,6
"Iran","male",46,"married",2,5
"Iran","male",25,"single",8,8
"Iran","male",81,"married",1,1
"Iran","male",53,"married",5,1
"Iran","male",33,"married",10,6
"Iran","male",20,"single",10,5
"Iran","male",47,"married",1,7
"Iran","female",32,"married",6,8
"Iran","male",51,"married",8,8
"Iran","female",59,"married",10,5
"Iran","female",48,"married",5,1
"Iran","female",19,"single",9,8
"Iran","male",52,"married",5,7
"Iran","female",38,"married",5,8
"Iran","male",41,"married",6,1
"Iran","male",41,"married",7,4
"Iran","female",39,"married",10,7
"Iran","female",32,"married",10,5
"Iran","female",39,"married",9,10
"Iran","male",40,"married",5,10
"Iran","male",20,"single",10,8
"Iran","male",28,"single",10,5
"Iran","male",44,"married",1,5
"Iran","male",38,"single",5,2
"Iran","female",24,"married",8,6
"Iran","female",37,"married",6,3
"Iran","male",32,"married",7,10
"Iran","male",18,"single",7,7
"Iran","female",18,"single",10,5
"Iran","male",33,"married",1,5
"Iran","female",39,"married",8,6
"Iran","male",35,"married",4,7
"Iran","female",46,"married",10,6
"Iran","male",21,"single",5,3
"Iran","male",28,"single",10,9
"Iran","female",26,"single",8,5
"Iran","male",40,"married",5,7
"Iran","female",19,"single",10,8
"Iran","male",39,"married",10,10
"Iran","female",30,"single",10,6
"Iran","male",34,"single",5,8
"Iran","male",40,"married",10,8
"Iran","male",29,"single",10,10
"Iran","male",45,"married",5,3
"Iran","female",39,"married",5,5
"Iran","male",42,"married",7,7
"Iran","male",39,"married",7,1
"Iran","female",39,"married",5,1
"Iran","female",24,"married",9,7
"Iran","female",20,"single",10,7
"Iran","female",72,"widowed",8,8
"Iran","male",39,"divorced",6,3
"Iran","female",21,"single",7,3
"Iran","female",20,"single",8,9
"Iran","male",60,"married",7,6
"Iran","female",21,"married",8,8
"Iran","female",39,"divorced",7,7
"Iran","male",27,"single",7,6
"Iran","female",40,"married",5,1
"Iran","female",46,"married",7,10
"Iran","male",40,"married",1,2
"Iran","female",67,"widowed",8,5
"Iran","female",59,"widowed",10,1
"Iran","female",27,"single",5,1
"Iran","female",36,"single",5,5
"Iran","male",29,"single",5,9
"Iran","male",19,"single",1,10
"Iran","male",19,"single",8,8
"Iran","male",42,"married",10,5
"Iran","male",60,"married",6,6
"Iran","male",65,"married",10,6
"Iran","male",35,"married",10,8
"Iran","female",49,"widowed",1,1
"Iran","female",72,"married",1,1
"Iran","female",19,"single",5,1
"Iran","female",38,"married",8,6
"Iran","female",23,"single",10,9
"Iran","male",18,"single",7,5
"Iran","female",31,"single",10,4
"Iran","female",38,"married",10,9
"Iran","female",50,"married",10,1
"Iran","male",55,"married",8,10
"Iran","male",48,"single",10,8
"Iran","female",22,"single",7,6
"Iran","male",44,"married",5,6
"Iran","male",18,"single",8,10
"Iran","female",34,"married",5,5
"Iran","female",36,"married",5,5
"Iran","female",26,"single",6,1
"Iran","female",38,"married",1,8
"Iran","female",51,"married",5,7
"Iran","male",59,"single",10,10
"Iran","male",54,"married",10,1
"Iran","female",18,"single",7,8
"Iran","female",21,"single",9,10
"Iran","male",21,"single",8,5
"Iran","female",27,"single",1,10
"Iran","male",61,"married",8,8
"Iran","female",40,"married",7,6
"Iran","male",50,"married",10,6
"Iran","female",63,"single",10,5
"Iran","female",20,"single",8,8
"Iran","male",57,"married",7,3
"Iran","male",39,"married",5,8
"Iran","male",48,"married",10,8
"Iran","male",19,"single",8,5
"Iran","male",35,"married",10,6
"Iran","female",57,"married",5,6
"Iran","female",38,"married",10,8
"Iran","female",57,"single",5,6
"Iran","male",45,"married",5,5
"Iran","male",31,"single",7,6
"Iran","male",46,"married",5,9
"Iran","female",53,"married",10,10
"Iran","male",27,"single",2,3
"Iran","male",38,"married",5,7
"Iran","male",19,"single",6,4
"Iran","female",38,"married",10,10
"Iran","male",43,"married",10,4
"Iran","male",52,"married",10,10
"Iran","female",30,"married",5,2
"Iran","male",21,"single",5,5
"Iran","male",28,"single",10,10
"Iran","female",18,"single",6,5
"Iran","female",56,"widowed",10,10
"Iran","female",18,"single",7,5
"Iran","male",41,"married",10,8
"Iran","male",35,"married",5,8
"Iran","female",40,"married",7,7
"Iran","female",27,"married",8,9
"Iran","male",30,"single",10,5
"Iran","female",43,"separated",1,5
"Iran","female",99,"single",5,1
"Iran","female",34,"single",7,7
"Iran","female",48,"married",10,7
"Iran","male",63,"married",8,5
"Iran","female",20,"single",7,5
"Iran","male",62,"married",10,1
"Iran","female",18,"married",5,8
"Iran","female",62,"married",7,3
"Iran","male",22,"single",8,10
"Iran","female",31,"single",10,5
"Iran","female",39,"married",7,5
"Iran","male",47,"married",10,5
"Iran","female",29,"married",9,5
"Iran","female",52,"married",5,5
"Iran","female",30,"married",10,5
"Iran","female",35,"married",5,7
"Iran","male",25,"single",5,10
"Iran","female",19,"married",6,7
"Iran","female",29,"single",6,8
"Iran","male",56,"married",10,8
"Iran","male",35,"married",5,3
"Iran","male",63,"married",4,8
"Iran","male",39,"married",5,5
"Iran","female",47,"married",5,8
"Iran","male",55,"married",4,1
"Iran","female",59,"widowed",10,7
"Iran","male",23,"single",7,10
"Iran","male",20,"single",10,7
"Iran","male",26,"single",10,9
"Iran","female",37,"married",1,10
"Iran","female",75,"married",5,7
"Iran","male",28,"single",5,6
"Iran","male",55,"married",10,8
"Iran","female",34,"married",5,6
"Iran","female",18,"single",10,10
"Iran","male",34,"married",8,5
"Iran","male",21,"single",7,9
"Iran","female",47,"widowed",1,5
"Iran","female",30,"married",10,8
"Iran","female",43,"single",10,8
"Iran","female",55,"married",5,10
"Iran","male",46,"married",1,5
"Iran","female",41,"married",4,1
"Iran","male",42,"married",10,10
"Iran","female",32,"single",8,8
"Iran","female",18,"single",4,8
"Iran","male",64,"married",8,1
"Iran","female",43,"married",5,7
"Iran","female",39,"married",6,2
"Iran","female",29,"married",8,8
"Iran","female",62,"married",7,5
"Iran","male",36,"married",3,7
"Iran","male",63,"married",8,8
"Iran","female",35,"married",10,5
"Iran","male",56,"married",6,3
"Iran","female",48,"married",3,3
"Iran","male",46,"married",10,6
"Iran","female",38,"married",5,10
"Iran","female",48,"married",10,10
"Iran","male",58,"married",3,4
"Iran","female",35,"married",1,4
"Iran","female",54,"married",10,10
"Iran","male",29,"married",5,5
"Iran","male",57,"married",7,5
"Iran","female",28,"single",2,6
"Iran","male",54,"married",8,7
"Iran","male",30,"single",5,6
"Iran","male",36,"married",7,5
"Iran","female",42,"married",9,5
"Iran","male",34,"divorced",10,1
"Iran","male",43,"married",10,8
"Iran","male",18,"single",10,7
"Iran","female",50,"married",10,6
"Iran","male",32,"married",8,1
"Iran","female",56,"married",6,7
"Iran","female",46,"married",9,6
"Iran","female",55,"married",5,6
"Iran","male",18,"single",7,9
"Iran","female",30,"married",10,7
"Iran","female",49,"married",10,8
"Iran","male",36,"married",8,5
"Iran","male",29,"married",7,7
"Iran","female",59,"widowed",2,2
"Iran","female",32,"married",8,3
"Iran","female",45,"married",7,5
"Iran","female",35,"married",8,9
"Iran","female",20,"single",8,1
"Iran","female",34,"single",7,7
"Iran","female",35,"married",5,7
"Iran","female",26,"married",10,6
"Iran","female",36,"married",6,9
"Iran","female",18,"single",10,10
"Iran","male",52,"married",10,10
"Iran","male",60,"married",10,5
"Iran","male",26,"single",8,4
"Iran","male",37,"married",5,1
"Iran","male",36,"single",6,7
"Iran","female",43,"single",6,1
"Iran","female",23,"single",8,9
"Iran","female",52,"married",9,8
"Iran","female",40,"married",1,4
"Iran","female",31,"widowed",5,5
"Iran","female",37,"married",7,7
"Iran","male",38,"married",9,5
